id,text,category
273,rapper kanye west s shrewd soul us hip-hop star kanye west - who leads the race for this year s grammys with 10 nominations - rose to prominence by producing songs for artists such as jay-z and alicia keys.  he then emerged from his behind-the-scenes role to become an artist as well as a producer. but his solo career almost ended before it began after a near-fatal car crash left west with his jaw wired shut in 2002. the resulting song  through the wire  became west s first uk hit in april 2004 and subsequent album the college dropout became a transatlantic success  both critically and commercially. west  26  began rapping as a teenager at his chicago school  inspired by the beats and rhymes of 1980s pioneers run dmc.  hip-hop producer no id encouraged west to sample old soul and r&b hits then revive them with an updated sound  an approach that would become his trademark.  i feel like a lot of the soul that s in those old records that i sample is in me   he said.  so when i hear them and i put them with the drums and i bring them to the new millennium  it s just like god s doing that. i m one with them records right there. it s a blessing.   leaving his chicago art school after only one year - a move which would later inspire the title of his album - west began his music career co-producing songs for artists mase and the madd rapper. this drew the attention of superstar rapper jay-z  who signed west up to his roc-a-fella record label to produce numerous artists on his roster. west s work gained mainstream recognition when he produced the singles takeover and izzo (hova) on jay-z s own 2001 album blueprint. incorporating samples of five to one by the doors and the jackson five s i want you back respectively  the hits were credited with injecting soul back into hip-hop.  as their success attracted further production work for jay-z ( 03 bonnie & clyde) and artists such as ludacris (stand up) and alicia keys (you don t know my name)  west announced plans for a solo album. driving home from a late-night los angeles recording session in october 2002  he was involved in the car crash that left his jaw fractured in three places.  anytime i hear about any accident my heart sinks in and i just thank god that i m still here   he later said.  that steering wheel could have been two inches further out  and that would have been it.   west s account of the accident sampled chaka khan s hit through the fire to become the heart of his completed solo album the college dropout. released last year  it was by turns smooth  humorous and sharp and largely avoided the clich&#233;d hip-hop preoccupation with guns  girls and jewellery.  through the wire was quickly joined in the uk and us charts by slow jamz  on which west collaborated with rapper twista and ray actor jamie foxx. the college dropout spawned two further uk hits and a string of award nominations. west was shortlisted for 10 grammys - including nominations for artist and album of the year - and took the best hip-hop artist  producer and album titles at last year s music of black origin (mobo) awards. now a respected rapper and producer in the influential field of hip-hop  kanye west is unlikely to regret his decision to leave college early.,entertainment
274,kennedy predicts bigger turnout voters   pent up passion  could confound predictions of a low turnout in the coming general election  charles kennedy has said.  the liberal democrat leader predicted concerns over iraq and other international and domestic issue would express themselves during the campaign. his comments come as an inquiry looks at how best to boost voter turnouts. ex-foreign secretary robin cook said people were not apathetic but fed up of  pager politics  and not being heard. he  like mr kennedy  pointed to the hundreds of thousands of people who demonstrated against plans for the iraq war.  mr cook  who is giving evidence to the power inquiry into voter turnout rates  told bbc radio 4 s today programme it was not fair to blame the public who were  more interested in politics than ever before .  they are turned off by the way we do politics in britain. there s a message there for politicians.  he urged politicians to avoid negative campaigning and to  speak more from the heart .  we should be not so afraid to say what we stand for.  he also criticised the cult of personality politics:  there s far too much interest in celebrities.  politics are in danger of becoming another branch of the celebrity industry.  the government has tried a number of things in an attempt to boost voter turnout  which fell to 59% in the last general election in 2001. this has included bringing in directly elected mayors to head local authorities and trialling postal voting.,politics
275,delta cuts fares in survival plan delta air lines is cutting domestic fares by as much as 50% as part of a plan to ensure its financial survival.  other us carriers  including united  have sought bankruptcy protection  amid high fuel costs and competition from discount carriers. delta is restructuring in a bid to fight off insolvency. this latest move to boost business has prompted speculation other firms will be forced to match their fares  hurting revenues in the sector. delta s new simplifares were trialled from august last year on tickets from cincinnati  its second-largest hub.  the airline says no one-way economy fare will now be priced higher than $499 (£264)  and no first-class fare will be priced higher than $599. it is also eliminating a saturday-night stay requirement on discount fares and will give further reductions to customers opting for non-refundable tickets  booking in advance and online. delta  which lost $646m in the three months to september  was forced to cut 6 900 jobs worldwide as part of its aim to slash $5bn from its costs. in october  it reached a crucial agreement with pilots on pay and conditions and it has also issued new shares to staff in return for wage cuts. airline shares closed lower on the announcement  with delta  continental and american airlines all falling by more than 7%.  we believe the whole airline industry will now have to move in this direction; this will likely hurt revenue in the short run but could be beneficial in the long run   said analyst ray neidl at calyon securities.,business
276,novartis hits acquisition trail swiss drugmaker novartis has announced 5.65bn euros ($7.4bn; £3.9bn) of purchases to make its sandoz unit the world s biggest generic drug producer.  novartis  which last month forecast record sales for 2005  said it had bought all of germany s hexal. it also acquired 67.7% of hexal s us affiliate eon labs  and offered to buy the remaining shares for $31 each. novartis said that it would be able to make cost savings of about $200m a year following the acquisitions. novartis  shares rose 1% to 57.85 swiss francs in early trading.  the deal will see novartis  sandoz business overtake israel s teva pharmaceuticals as the world s biggest maker of generics. based on 2004 figures the newly merged producer would have sales of more than $5bn  the company estimated. novartis said that it would merge a number of departments  adding that there may be job cuts.   the strong growth outlook for sandoz  which will create jobs  is expected to partially compensate for necessary reductions in the work force   the firm said in a statement. generic drugs are chemically identical to their more expensive branded rivals. producers such as sandoz can copy the branded products usually after their patent protection expires and can sell them more cheaply as they do not have to pay research and development cost.  there are more than 150 generic drugmakers worldwide and analysts have predicted consolidation in a market that they call fragmented. however  not all analysts were initially convinced about the deal.  this is a very expensive acquisition   birgit kuhlhoff  from sal oppenheim investment bank  told reuters.  i find it strange that they are making acquisitions in exactly those markets where they suffered price pressure.,business
277,souness delight at euro progress boss graeme souness felt newcastle were never really in danger of going out of the uefa cup against heerenveen.  an early own goal followed by an alan shearer strike earned them a 2-1 win and a place in the uefa cup last 16.  obviously with winning in the first leg it gave us a great advantage   he said after the 4-2 aggregate victory.  we got our goals early and in the minds of some players the job was done but then they got a goal and perhaps made us a bit nervous.  shearer s goal moved him within 12 of jackie milburn s club scoring record of 200 for the magpies. but souness said he did not think beating the record would have any bearing on his decision to retire at the end of the season.  i think if he got it this year he would want to stay next year anyway   he added.   he struck the ball very well - he always has done - and i think it was the power and pace that beat the goalkeeper.  souness also paid tribute to laurent robert  who was at the heart of much of united s attacking play.  in the first half he did really well and did everything you want from a wide player. more of the same in future please   he said.,sport
278,aviation firms eye booming india india s defence minister has opened the country s aero india 2005 air show with an invitation for global aerospace firms to outsource jobs to the nation.  pranab mukherjee said such companies could take advantage of india s highly skilled workers and low wages. more than 240 civil and military aerospace firms from 31 countries are attending the show. analysts said india could spend up to $35bn (£18.8bn) in the aviation market over the next 20 years. giants such boeing and airbus - on the civil aviation front - as well as lockheed martin and france s snecma - on the military side - are some of the firms attending the show.  there is tremendous scope for outsourcing from india in areas where the companies are competitive   said mr mukerjee.  we are keen to welcome international collaborations that are in conformity with our national goals.   lockheed said it had signed an agreement with state-owned hindustan aeronautics (hal) to share information on the p-3 orion maritime surveillance aircraft.  in fact  the indian armed force is considering the buying of used p-3 orion as well as f-16 fighter jets from lockheed. the us military industry has show a strong interest to open a link with india  now that relations between the two countries have improved a lot. in fact  it is the first time the us air force will attend the air show since sanctions imposed in 1998 after india s nuclear tests were lifted. but the indian air force is also considering proposals from other foreign firms such as france s dassault aviation  sweden s saab and russia s mikoyan-gurevich. meanwhile  france s snecma has also said it plans a joint venture with hal to make engine parts  with an initial investment of $6.5m.  on the civilian front  boeing announced a deal with india s hcl technologies to develop a platform for the flight test system of its 787 dreamliner aircraft. the us company also said it had agreed with a new indian budget airline the sale of 10 737-800 planes for $630m. the airline  spicejet  will also have the option to acquire 10 more aircraft. airbus has also recently signed fresh deals with two indian airlines - air deccan and kingfisher. in addition  the european company has plans to open a training centre in india. meanwhile  flag carrier air india is considering to buy 50 new aircraft from either boeing or airbus.  no other market is going to see the growth that will be seen here in the coming years   said dinesh keskar  senior vice president boeing.,business
279,nadal puts spain 2-0 up result: nadal 6-7 (6/8) 6-2 7-6 (8/6) 6-2 roddick  spain s rafael nadal beats andy roddick of the usa in the second singles match rubber of the 2004 davis cup final in seville. spain lead 1-0 after carlos moya beat mardy fish in straight sets in the opening match of the tie.  nadal holds his nerve and the crowd goes wild as spain go 2-0 up in the tie.  roddick holds serve to force nadal to serve for the match but the american surely cannot turn things around now.  nadal works roddick around the court on two consecutive points to earn two break points. one is enough  the spaniard secures the double-break and roddick is now teetering on the edge.  roddick is trying to gee himself up but the clay surface is taking its toll on his game and he is looking tired. nadal wins the game to love.  nadal steps up the pressure to break and spain have the early initiative in the fourth set.  nadal also holds convincingly as both players feel their way into the fourth set.  roddick shrugs off the disappointment of losing the third-set tiebreak and breezes through his first service game of the fourth set.  nadal earns the first mini-break in the tiebreak as the match enters its fourth hour. a couple of stunning points follow  one where nadal chases down a roddick shot and turns into a passing winner. then roddick produces some amazing defence at the net to take the score to 4-4. roddick has two serves for the set but double-faults to take the score to 5-5. nadal saves a roddick set point then earns his own with a drive volley - and a crosscourt passing winner sends the crowd wild.  nadal tries to up his aggression and he passes roddick down the line to go 15-40 and two set points up. roddick saves the first with a desperate lunge volley and smacks a volley winner across the court to take the score back to deuce before securing the game. the set will go to another tiebreak.  nadal enjoys another straightforward hold and roddick must once again serve to stay in the set.  roddick again holds on  despite some brilliant shot-making from his opponent.  nadal races through his service game to put the pressure straight back onto roddick.  roddick hangs in on his serve to level matters but nadal is making him fight for every point.  nadal could be suffering a disappointment hangover from the previous game as he goes 0-30 down and then has to save a break point after a tremendous rally in which he is forced into some brilliant defence. but it pays off and the spaniard edges ahead in the set.  roddick s serve is not firing as ferociously as usual and has to rely on his sheer competitive determination to stay in the set. three times  nadal forces a break point and three times the world number two hangs in. and roddick s grit pays off as he manages to hold.  roddick still looks a bit sluggish but he attacks the net and is rewarded with a break point  which nadal saves with a good first serve and the spaniard goes on to hold.  there is a disruption in play as roddick is upset about something in the crowd. the spanish captain gets involved as does the match referee but it is unclear what the problem is. one thing for certain is that the crowd are roused into support of nadal and they go wild when roddick loses the next point and goes break point down. roddick saves the break point and then bangs down his ninth ace before clinching the game with a service winner.  the game passes the two-hour mark as nadal holds serve to edge ahead in the third set.  now roddick has to defend a break point and he produces a characteristic ace to save it. it is immediately followed by another and he holds with a little dinked half-volley winner.  roddick is looking a little leaden-footed but does carve out a break point for himself. but he plays it poorly and nadal avoids the danger.  roddick has gone off the boil and again struggles. he fails to get down properly for a low forehand volley and gives nadal three break points. the american blasts an ace to save one but follows up with a double fault and the rubber is level.  nadal edges towards taking the second set with a comfortable hold.  two good serves put roddick 30-0 up but he then makes a couple of errors to find himself 30-40 down. he saves the break point with an ace and then manages to hold.  roddick s level has dropped while nadal is on a hot streak. the spaniard includes a superb crosscourt winner off the back foot as he races through his service game without dropping a point.  roddick double-faults twice and nadal takes full advantage of the break point offered  powering a passing winner past roddick.  nadal wins another tight game. neither player has dipped from the high standard of play in the first set.  nadal puts the american under pressure and roddick saves a break point with a superb stop volley before going on to hold.  nadal puts the disappointment of losing the first-set tiebreak to claim the opening game in the second.  roddick double-faults to concede the first mini-break and then nadal loops a crosscourt winner to seize advantage in the tiebreak. he lets one slip but wins his next serve to earn three set points. but roddick saves them and then earns one himself. nadal comes up with a down-the-line winner but then nets tamely on roddick s next set point.  nadal s nerve is tested as he tries to force a tiebreak. both players come up with some scintillating tennis and the spaniard has several chances to clinch the game before finally doing so when roddick drives wide.  a pulsating game sees nadal racing round the court retrieving and refusing to give roddick any easy points. the point of the match so far involves roddick s slam-dunk smash being returned by nadal before roddick finally manages to end the rally. on the very next point  nadal blasts a forehand service return from right of court that passes roddick and even the american is forced to applaud. but roddick comes up with two big serves to polish off the game.  nadal outplays roddick to reach 40-0 but the american fights back to 40-30 before nadal s powerful crosscourt forehand winner secures the game.  the crowd are getting very involved  cheering between roddick s first and second serves. but the american comes through to hold and edge ahead in the set.  nadal manages to hold again despite roddick piling the pressure on his serve. the spaniard wins the game courtesy of another lucky net cord.  roddick double faults buts manages to keep his composure. a well-placed serve is unreturnable and roddick holds.  a powerful ace down the middle gives nadal a simple love service game - the first time he has held serve so far in the match. if roddick didn t know before  he knows now that he is in a real contest.  another superb game as nadal breaks to once again lift the roof. he produces some fine groundstrokes to leave roddick chasing shadows. four of the first five games have seen a break of serve.  despite the disappointment of losing his serve  roddick is not phased and storms into a 40-15 lead when the umpire leaves his seat to confirm a close line-call. nadal takes the next point but roddick breaks again with a sharp volley at the net.  roddick s advantage is short lived as nadal breaks back immediately. a fortunate net cord helps the spaniard on his way and when roddick fires a forehand cross court shot wide to lose his serve  nadal pumps his fist in celebration.  the american is pumped up for this clash and takes on nadal s serve from the start. nadal s drop shot is agonisingly called out and roddick claims the vital first break.  after moya s win in the opening rubber  a raucous seville crowd is buoyed by nadal s impressive start which sees him race into a 30-0 lead. however roddick fights back to hold his serve.,sport
280,candidate resigns over bnp link a prospective candidate for the uk independence party (ukip) has resigned after admitting a  brief attachment  to the british national party(bnp).  nicholas betts-green  who had been selected to fight the suffolk coastal seat  quit after reports in a newspaper that he attended a bnp meeting. the former teacher confirmed he had attended the meeting but said that was the only contact he had with the group. mr betts-green resigned after being questioned by the party s leadership. a ukip spokesman said mr betts-green s resignation followed disclosures in the east anglian daily times last month about his attendance at a bnp meeting.  he did once attend a bnp meeting. he did not like what he saw and heard and will take no further part of it   the spokesman added. a meeting of suffolk coastal ukip members is due to be held next week to discuss a replacement. mr betts-green  of woodbridge  suffolk  has also resigned as ukip s branch chairman.,politics
281,o driscoll/gregan lead aid stars ireland s brian o driscoll will lead the northern hemisphere team in the irb rugby aid match at twickenham.  o driscoll heads a star-studded cast for the contest to raise funds for the tsunami appeal. the south will be led by george gregan  one of four wallabies  alongside five springboks and four all blacks including captain tana umaga. south african flanker schalk burger has shaken off a leg injury to take his place in the starting line-up. he will join fellow springboks john smit  cobus visagie and victor matfield in the south pack  with jacque fourie among the centres. the north side have been hit by the withdrawals of scotland duo gordon bulloch and chris cusiter  plus france captain fabien pelous.  but leicester s england centre ollie smith has been added to the squad  giving him an opportunity to impress lions coach sir clive woodward  who takes charge of the north side.  i think it s fantastic for ollie   tigers coach john wells told bbc radio leicester.  he was probably going to have the weekend off this week and i hope clive gets the chance to see the qualities that leicester and england have been seeing all year.  woodward will also assess other potential lions candidates such as scotland pair simon taylor and chris paterson  wales scrum-half dwayne peel and ireland lock paul o connell.  i m looking forward to working with such outstanding players   woodward said.  both teams are fielding top-quality sides and i really hope that the rugby public and community get behind this game to raise as much money as possible for such a deserving cause.  despite the withdrawal of wales wing rhys williams  who is required for the blues  celtic league match with munster  three other members of their six nations squad - ceri sweeney  john yapp and jonathan thomas - will also play.  not only it is for a good cause but it gives these players the opportunity to play with and against some of the best players in the world   said wru general manager steve lewis. supporters can watch the teams train for free at twickenham on friday  4 march. woodward will put his north team through their paces at 1030 gmt  with the south side  coached by former wallabies coach rod macqueen  due at the stadium at 1330.  c paterson (scotland)  b cohen (england)  b o driscoll (ireland  capt)  d traille (france)  o smith (england)  c sweeney (wales)  d humphreys (ireland)  d peel (wales); a lo cicero (italy)  p de villiers (france)  j yapp (wales)  r ibanez (france)  p o connell (ireland)  m bortolami (italy)  j thomas (wales)  s taylor (scotland)  l dallaglio (england)  s parisse (italy)  others to be added.  c latham (australia); b lima (samoa)  j fourie (sa) t umaga (new zealand)  s bobo (fiji); a mehrtens (nz) g gregan (aus  capt); c hoeft (nz)  j smit (sa)  c visagie (sa)  s maling (nz)  v matfield (sa)  s burger (sa)  p waugh (aus)  t kefu (aus).  e taukafa (tonga)  e guinazu (argentina)  s sititi (samoa)  o palepoi (samoa)  m rauluni (fiji)  t delport (sa)  a n other.,sport
282,celebrities get their skates on former england footballer paul gascoigne will join eastenders  actress scarlett johnson on bbc one s strictly ice dancing.  the one-off christmas special will also star television presenter carol smillie and jessica taylor from liberty-x. each celebrity will be paired with a professional skater to impress a panel of judges and win the audience vote. the bbc is yet to confirm the final two stars who will battle it out to become ice king or queen.  veteran presenter bruce forsyth and tess daly will host the programme  which follows hot on the heels of the current saturday night series strictly come dancing. the celebrities will have to practise a stipulated ice dance and perform it at an ice rink with their partner. the judges will have 50% of the vote to decide who wins the contest  with the ice rink audience making up the rest of the vote. the show forms part of the bbc s festive schedule. ice skating duo jayne torvill and christopher dean are to front a similar celebrity ice dance show for itv  titled stars on thin ice. the contestants on stars on thin ice will each be paired up with a professional skater and will learn a new routine every week. at the end of the series  one celebrity will be crowned the winner.,entertainment
283,ray dvd beats box office takings oscar-nominated film biopic ray has surpassed its us box office takings with a combined tally of $80m (£43m) from dvd and video sales and rentals.  ray s success on dvd outstripped its $74m (£40m) us box office total  earning more than $40m (£22m) on the first day of the dvd s release alone. ray has been nominated in six oscar categories including best film and best actor for jamie foxx. the film recounts the life of blues singer ray charles  who died in 2004. in its first week on home entertainment release the film was the number one selling dvd  with the limited edition version coming in at number 11. sony horror film the grudge  starring michelle gellar  was the us  second best-selling dvd  with jennifer lopez and richard gere s romantic comedy shall we dance  at number three. foxx s critically acclaimed performance as ray has already earned him a screen actors guild award for best actor  as well as a prestigious golden globe. ray director taylor hackford  responsible for the classic 1982 film an officer and a gentleman  has also received an oscar nomination in the best director category. the film s three other oscar nominations are for costume  film editing and sound mixing.,entertainment
284,doves soar to uk album summit manchester rock band doves have entered the uk album chart at number one with their new release  some cities.  the trio replace flamboyant us act scissor sisters at the top. the album follows single black and white town  which reached number six. r&b star nelly has the new number one single with over and over  which sees him team up with tim mcgraw. girls aloud  akon and kaiser chiefs all have new singles in the top ten  as do futureheads and usher.  the latest elvis presley re-release  (marie s the name) his latest flame  entered the chart at number three  one place ahead of girls aloud s wake me up. hip-hop performer akon s locked up is at number five  while hotly-tipped leeds band kaiser chiefs have their second chart hit at number six with oh my god.  futureheads  cover of kate bush s hounds of love entered the chart at number eight  while usher s caught up was a new entry at number nine. in the album chart  operatic quartet il divo s eponymous debut rose 23 places to number six  while crooner tony christie s definitive collection is a new entry at number 10  making it the highest-charting album of the singer s career.,entertainment
285,bees handed potential man utd tie brentford face a home tie against holders manchester united in the fa cup sixth round if they can come through their replay against southampton.  the league one side held the saints at st mary s in their fifth-round tie and were rewarded with a potential draw against sir alex ferguson s side. newcastle will be at home to either tottenham or nottingham forest. bolton host arsenal or sheffield united and leicester will visit the winners of the burnley and blackburn replay. the ties will be played on the weekend of 12-13 march.  was delighted to be paired with united  although he admitted they still have plenty of work to do to set up a dream tie.  we ve got our work cut out next tuesday but you can t deny it s exciting   he said.   it would be a sell-out. it will probably be on television. we have financial problems and the revenue it could bring in would certainly help our situation.  we re happy to be in the draw but we ve still got to beat a premiership team.  we ve got to beat southampton first and that s going to be a hard game but if we do there will be some celebration.   welcomed the opportunity to face united.  we re not counting on anything yet   he said.  it is obviously going to be a difficult replay judging by the way brentford came back at us on saturday and the fact that united have come out of the hat will give them even more incentive.  but i ve been drawn against united so many times in cups and beaten them at both bournemouth and west ham.  there are no easy ties in the fa cup and i m sure nobody is counting on one.   newcastle v tottenham or nottingham forest  southampton or brentford v manchester united  bolton v arsenal or sheffield united  burnley or blackburn v leicester,sport
286,god cut from dark materials film the director and screenwriter of the film adaptation of philip pullman s his dark materials is to remove references to god and the church in the movie.  chris weitz  director of about a boy  said the changes were being made after film studio new line expressed concern. the books tell of a battle against the church and a fight to overthrow god.  they have expressed worry about the possibility of perceived anti-religiosity   weitz told a his dark materials fans  website. pullman s trilogy has been attacked by some christian teachers and by the catholic press as blasphemy. weitz  who admitted he would not be many people s first choice to direct the films  said he regarded the film adaptation as  the most important work of my life .   in part because it is one of the few books to have changed my life   he told bridgetothestars.net. the award-winning trilogy - northern lights  the subtle knife and the amber spyglass - tell the story of oxford school child lyra belacqua. she is drawn into an epic struggle against the church  which has been carrying out experiments on children in an attempt to remove original sin.  as the books progress the struggle turns into a battle to overthrow the authority  a figure who is god-like in the books. weitz  who directed american pie and about a boy  said new line feared that any anti-religiosity in the film would make the project  unviable financially . he said:  all my best efforts will be directed towards keeping the film as liberating and iconoclastic an experience as i can.  but there may be some modification of terms.   weitz said he had visited pullman  who had told him that the authority could  represent any arbitrary establishment that curtails the freedom of the individual  whether it be religious  political  totalitarian  fundamentalist  communist  what have you . he added:  i have no desire to change the nature or intentions of the villains of the piece  but they may appear in more subtle guises.  there are a number of christian websites which attack the trilogy for their depiction of the church and of god  but pullman has denied his books are anti-religious. his agent told the times newspaper that pullman was happy with the adaptation so far.  of course new line want to make money  but mr weitz is a wonderful director and philip is very supportive.  you have to recognise that it is a challenge in the climate of bush s america,entertainment
287,visa decision  every 11 minutes  visa processing staff are sometimes expected to rule on an application every 11 minutes  mps have said.  pressure was placed on staff to be efficient  rather than to do a thorough examination of an application  the public accounts committee found. every officer had an annual target of 8 000 applications - equivalent to 40 a day or one every 11 minutes. mps want research into whether uk visa holders leave at the end of their stays  or vanish into the black market. committee chairman edward leigh said:  there is a worrying tension between quick processing and proper control over the visas issued.  entry clearance staff are expected to deal with a visa application in about 11 minutes which is surely too little time to look closely at the supporting documents.    the committee s report also discussed the romanian and bulgarian visas scandal which led to the resignation of immigration minister beverley hughes last year. committee members said the home office had been wrong to dismiss concerns from visa staff abroad who feared the system was being abused. investigations carried out in the wake of ms hughes  resignation found more than 7 000 people had entered the uk under the business visa scheme for romanian and bulgarian  entrepreneurs . mr leigh said the home office should now consider removing those who had not set up a valid business. a home office spokesman said the system had been toughened and tightened since the investigation. he added  that the traditional system of a dual decision making process for all pre-entry applications will be replaced by a single pre-entry check at post  which will be simpler and more robust against abuse than the current system .,politics
288,media seek jackson  juror  notes reporters covering singer michael jackson s trial in california have asked to see questionnaires completed by potential jurors.  lawyers for news organisations said it was  really vital  for the responses of 250 potential jurors to be made public  to serve as a check on the process . santa barbara county superior court is due to consider the request on monday. mr jackson denies child molestation. it is estimated his trial will cost santa barbara county up to $4m (£2.13m).  meanwhile michael jackson s mother has said she is  100% certain  her son did not commit the child abuse charges he faces. the court is currently selecting 12 jurors and eight stand-by jurors for the trial  a process delayed until at least thursday after a member of the star s legal team was hit by family illness. defence lawyers argued against the bid by associated press and other news organisations to have potential jurors  responses made public.   the release of the completed jury questionnaires does not serve any purpose other than to add to the sensationalist coverage of this case   a motion by mr jackson s lawyers stated. the estimated total costs of the trial  expected to last five months  range from $2.5m (£1.33m) to $4m (£2.13m) of local taxpayers  money. those estimates do not include costs to the city of santa maria  the superior court or for the investigation and prosecution of the case. the cost of security and other needs around the courthouse has been estimated at $40 000 (£21 000) per day  said jason stilwell  a special projects manager at the county administrator s office.  mr jackson  46  denies plying a boy with alcohol and molesting him. his mother katherine jackson told us tv network fox news on sunday that her pop star son told her he was innocent.  i believe that for one reason - i know his character   she said.  he loves children. you don t molest anything that you love.  describing mr jackson as  a good person   the mother-of-nine said she feared he would not be given a fair trial.  i can t sleep thinking about what these wicked people might try to do to him   she said.,entertainment
289,beckham virus spotted on the net virus writers are trading on interest in david beckham to distribute their malicious wares.  messages are circulating widely that purport to have evidence of the england captain in a compromising position. but anyone visiting the website mentioned in the message will not see pictures of mr beckham but will have their computer infected by a virus. the pernicious program opens a backdoor on a computer so it can be controlled remotely by malicious hackers.  the appearance of the beckham windows trojan is just another example in a long line of viruses that trade on interest in celebrities in an attempt to fuel their spread. tennis player anna kournikova  popstars britney spears and avril lavigne as well as arnold schwarzenegger have all been used in the past to try to con people into opening infected files. the huge amount of interest in mr beckham and his private life and the large number of messages posted to discussion groups on the net might mean that the malicious program catches a lot of people out.  the public s appetite for salacious gossip about the private life of the beckhams might lead some into an unpleasant computer infection   said graham cluley from anti-virus firm sophos. simply opening the message will not infect a user s pc. but anyone visiting the website it mentions who then downloads and opens the fake image file stored on that site will be infected. the program that installs itself is called the hackarmy trojan and it tries to recruit pcs into so-called  bot networks that are often used to distribute spam mail messages or to launch attacks across the web. computers running microsoft windows 95  98  2000  nt and xp are vulnerable to this trojan. many anti-virus programs have been able to detect this trojan since it first appeared early this year and have regularly been updated to catch new variants.,tech
290,no re-draft  for eu patent law a proposed european law on software patents will not be re-drafted by the european commission (ec) despite requests by meps.  the law is proving controversial and has been in limbo for a year. some major tech firms say it is needed to protect inventions  while others fear it will hurt smaller tech firms. the ec says the council of ministers will adopt a draft version that was agreed upon last may but said it would review  all aspects of the directive . the directive is intended to offer patent protection to inventions that use software to achieve their effect  in other words   computer implemented invention .  in a letter  ec president jos&#233; manuel barroso told the president of the european parliament  josep borrell  that the commission  did not intend to refer a new proposal to the parliament and the council (of ministers)  as it had supported the agreement reached by ministers in may 2004.  if the european council agrees on the draft directive it will then return for a second reading at the european parliament. but that will not guarantee that the directive will become law - instead it will probably mean further delays and controversy over the directive. most eu legislation now needs the approval of both parliament and the council of ministers before it becomes law. french green mep alain lipietz warned two weeks ago that if the commission ignored the parliament s request it would be an  insult  to the assembly. he said that the parliament would then reject the council s version of the legislation as part of the final or conciliation stage of the decision procedure. in the us  the patenting of computer programs and internet business methods is permitted.  this means that the us-based amazon.com holds a patent for its  one-click shopping  service  for example. critics are concerned that the directive could lead to a similar model happening in europe. this  they fear  could hurt small software developers because they do not have the legal and financial might of larger companies if they had to fight patent legal action in court. supporters say current laws are inefficient and it would serve to even up a playing field without bringing eu laws in line with the us.,tech
291,iaaf launches fight against drugs the iaaf - athletics  world governing body - has met anti-doping officials  coaches and athletes to co-ordinate the fight against drugs in sport.  two task forces have been set up to examine doping and nutrition issues. it was also agreed that a programme to  de-mystify  the issue to athletes  the public and the media was a priority.  nothing was decided to change things - it was more to have a forum of the stakeholders allowing them to express themselves   said an iaaf spokesman.  getting everyone together gave us a lot of food for thought.  about 60 people attended sunday s meeting in monaco  including iaaf chief lamine diack and namibian athlete frankie fredericks  now a member of the athletes  commission.  i am very happy to see you all  members of the athletics family  respond positively to the iaaf call to sit together and discuss what more we can do in the fight against doping   said diack.  we are the leading federation in this field and it is our duty to keep our sport clean.  the two task forces will report back to the iaaf council  at its april meeting in qatar.,sport
292,csa  could close   says minister ministers would not rule out scrapping the child support agency if it failed to improve  work and pensions secretary alan johnson has warned.  but he said replacing the controversial csa would be  the nuclear option . a report by the commons work and pensions committee called for the agency to be wound up unless it improved its service within weeks. chairman sir archy kirkwood said:  if the agency cannot be rescued  then it must be replaced.   the committee reached its conclusions after it found that nearly 250 000 cases have yet to be processed. it warned that it could be five years before the csa was  fit for purpose   describing it as  a failing organisation  and  in crisis  with parents facing payment delays and inaccurate maintenance calculations. the report urged the csa to draw up contingency plans  including the  abandonment option   to be presented to parliament by easter  in case the cs2 computer system could not be made to work.  and responding to calls for the agency to be scrapped  mr johnson told bbc radio 4 s today programme:  i certainly wouldn t rule out the nuclear option of moving to a completely new system.  but i think the select committee would agree with me we would only do that when we were absolutely convinced that this system just isn t going to work.   the mps launched their inquiry into the csa s performance after it became clear that  despite the introduction of a simpler system of calculating maintenance payments for new cases in 2003  a backlog of claims was building up. the mps found the £456m system from american it giant eds was  nowhere near being fully functional and the number of dissatisfied  disenchanted and angry customers continues to escalate . faced with the committee s criticism  the government has suspended its plan to cut the agency s staff by 25%. the csa has been surrounded in controversy since its introduction in 1993 to assess and enforce child support payments by absent parents.  it is currently chasing outstanding payments of more than £720m  while a further £947m has been designated as  unrecoverable .  michelle  a mother of twins  said she had not received a penny of the £57 a week she should be receiving from her ex-partner and had faced an  on-going battle  with the csa. her forms have twice been lost in the post  she said.  i don t receive correspondence  i don t receive phone calls  i have to chase them all the time   she said. theresa may  tory shadow work and pensions secretary  said:  we have got to find a way that s going to ensure those payments get through to the people who are due them.  the agency s former chief executive doug smith quit last autumn claiming he was  seriously disappointed  with its performance. the committee said the national audit office should investigate why the eds system had gone so badly wrong. it blamed the agency s senior management for a  multitude of problems  within the agency  including for an apparent lack of training of frontline staff.,politics
